,Id,ActivityDay,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
0,1503960366,4/12/2016,0.0,6.05999994277954,0.550000011920929,1.87999999523163
1,1503960366,4/13/2016,0.0,4.71000003814697,0.6899999976158139,1.57000005245209
2,1503960366,4/14/2016,0.0,3.91000008583069,0.400000005960464,2.44000005722046
3,1503960366,4/15/2016,0.0,2.82999992370605,1.25999999046326,2.14000010490417
4,1503960366,4/16/2016,0.0,5.03999996185303,0.40999999642372104,2.7100000381469704
5,1503960366,4/17/2016,0.0,2.50999999046326,0.779999971389771,3.1900000572204603
6,1503960366,4/18/2016,0.0,4.71000003814697,0.639999985694885,3.25
7,1503960366,4/19/2016,0.0,5.03000020980835,1.32000005245209,3.52999997138977
8,1503960366,4/20/2016,0.0,4.23999977111816,0.479999989271164,1.96000003814697
9,1503960366,4/21/2016,0.0,4.65000009536743,0.349999994039536,1.3400000333786
10,1503960366,4/22/2016,0.0,2.24000000953674,1.12000000476837,4.76000022888184
11,1503960366,4/23/2016,0.0,5.3600001335144,0.870000004768372,2.8099999427795397
12,1503960366,4/24/2016,0.0,3.27999997138977,0.209999993443489,2.92000007629395
13,1503960366,4/25/2016,0.0,3.9400000572204603,0.569999992847443,5.28999996185303
14,1503960366,4/26/2016,0.0,5.53999996185303,0.9200000166893009,2.32999992370605
15,1503960366,4/27/2016,0.0,5.40999984741211,0.40999999642372104,6.400000095367429
16,1503960366,4/28/2016,0.0,3.7899999618530296,1.1599999666214,3.5399999618530296
17,1503960366,4/29/2016,0.0,5.57999992370605,0.5,1.05999994277954
18,1503960366,4/30/2016,0.0,4.269999980926509,1.41999995708466,3.5599999427795397
19,1503960366,5/1/2016,0.0,2.92000007629395,1.60000002384186,2.2899999618530296
20,1503960366,5/2/2016,0.0,5.92000007629395,0.569999992847443,3.2100000381469704
21,1503960366,5/3/2016,0.0,4.88000011444092,1.04999995231628,3.7300000190734903
22,1503960366,5/4/2016,0.0,3.8199999332427996,0.870000004768372,2.4600000381469704
23,1503960366,5/5/2016,0.0,4.88000011444092,1.08000004291534,2.92000007629395
24,1503960366,5/6/2016,0.0,5.80999994277954,0.25,1.9700000286102302
25,1503960366,5/7/2016,0.0,3.1300001144409197,2.11999988555908,2.4600000381469704
26,1503960366,5/8/2016,0.0,2.7300000190734903,0.319999992847443,3.52999997138977
27,1503960366,5/9/2016,0.0,3.74000000953674,0.5299999713897711,3.45000004768372
28,1503960366,5/10/2016,0.0,3.25999999046326,1.1599999666214,3.3499999046325697
29,1503960366,5/11/2016,0.0,4.550000190734861,1.00999999046326,2.55999994277954
30,1503960366,5/12/2016,0.0,0.0,0.0,0.0
31,1624580081,4/12/2016,0.0,5.30999994277954,0.0,0.0
32,1624580081,4/13/2016,0.0,4.550000190734861,0.0,0.0
33,1624580081,4/14/2016,0.00999999977648258,5.90999984741211,0.0,0.0
34,1624580081,4/15/2016,0.0,0.970000028610229,0.0,0.0
35,1624580081,4/16/2016,0.0,3.49000000953674,0.0,0.0
36,1624580081,4/17/2016,0.00999999977648258,1.4900000095367398,1.5199999809265101,1.02999997138977
37,1624580081,4/18/2016,0.00999999977648258,4.61999988555908,0.6200000047683721,2.15000009536743
38,1624580081,4/19/2016,0.0,1.89999997615814,0.0,0.0
39,1624580081,4/20/2016,0.0,3.2300000190734903,0.0,0.0
40,1624580081,4/21/2016,0.0199999995529652,4.1100001335144,0.0,0.0
41,1624580081,4/22/2016,0.0,2.5999999046325697,0.0,0.0
42,1624580081,4/23/2016,0.00999999977648258,5.53999996185303,0.0,0.0
43,1624580081,4/24/2016,0.0,1.88999998569489,0.910000026226044,1.1499999761581399
44,1624580081,4/25/2016,0.0199999995529652,4.19999980926514,0.0,0.0
45,1624580081,4/26/2016,0.00999999977648258,1.83000004291534,0.0,0.0
46,1624580081,4/27/2016,0.0,2.4600000381469704,1.87000000476837,1.11000001430511
47,1624580081,4/28/2016,0.0,1.60000002384186,0.200000002980232,0.0
48,1624580081,4/29/2016,0.0,1.54999995231628,0.0,0.0
49,1624580081,4/30/2016,0.00999999977648258,2.11999988555908,1.27999997138977,0.8999999761581421
50,1624580081,5/1/2016,0.0199999995529652,1.9099999666213998,4.19000005722046,21.9200000762939
51,1624580081,5/2/2016,0.0,3.47000002861023,0.5899999737739561,0.8600000143051151
52,1624580081,5/3/2016,0.0199999995529652,1.3400000333786,0.0,0.0
53,1624580081,5/4/2016,0.0,1.41999995708466,0.0,0.0
54,1624580081,5/5/2016,0.0199999995529652,1.58000004291534,0.0,0.0
55,1624580081,5/6/2016,0.00999999977648258,1.12000000476837,0.0,0.0
56,1624580081,5/7/2016,0.0,1.37000000476837,0.0,0.0
57,1624580081,5/8/2016,0.0,2.22000002861023,0.0,0.0
58,1624580081,5/9/2016,0.0,1.12999999523163,0.0,0.0
59,1624580081,5/10/2016,0.00999999977648258,1.91999995708466,0.0,0.0
60,1624580081,5/11/2016,0.0,2.03999996185303,0.0,0.0
61,1624580081,5/12/2016,0.00999999977648258,1.91999995708466,0.0,0.0
